id,content,date,language,tags,title,ratings,sentiment,offerings,destinations,norm_user_rating,user_rating,categorized_rating
377380-203587256358,جو رائع وطبيعة خلابة,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Tabuk'],80,4,positive
377380-175308881281,روعه ونظيف,2021-05-12T12:00:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Frontel Al Harithia Hotel- Madina,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Madinah'],100,5,positive
377380-203588511845,مكان جميل,2021-04-11T06:49:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Taif'],80,4,positive
377380-175420039239,We r very happy,2021-05-13T01:43:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123jg', 'sentiment': None}]",Al Rawda Royal Inn,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Madinah'],100,5,positive
377380-203586135396,Good park with proper maintenance. 👌👍,2021-04-11T06:50:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Falah Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-175551442560,جميل و مريح جدا ورائع,2021-05-13T16:22:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",Habitat Hotel All Suites,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-203587247370,Did sunset out at this location and LOVED it!,2021-04-11T06:50:00+00:00,eng,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tabuk'],100,5,positive
377380-203587694062,الممشى مكان رائع يمكنك التنزه فيه مابين المشي للرياضه أوللتمتع والجلوس فى الحدائق ولعب الرياضه كذلك يمكنكم اصطحاب الأطفال للعب فهناك ألعاب خاصه للأطفال انصح الجميع بزيارته ...أحب هذا المكان جدا,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",Rawdah Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh']",100,5,positive
377380-203582873989,Nature wonder . From top you could see palm trees up to the horizon from all directions. The hill has beautiful cave.,2021-04-11T06:50:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Ahsa'],100,5,positive
377380-175569883817,رائع,2021-05-14T23:03:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]","Makkah Clock Royal Tower, A Fairmont Hotel","{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-203582817446,راقي وجميل,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-175665925039,من أجمل الفنادق النظافة و أستقبال ومعاملة ومكان واسع,2021-05-15T05:03:00+00:00,ara,"[{'value': 'c07bja4bb64t6si78uog', 'sentiment': None}]",Concorde Makkah Hotel,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Makkah'],100,5,positive
377380-203595732929,افضل مول في جدة,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s3g', 'sentiment': None}]",Red Sea Mall,"{'normalized': 100, 'raw': 5}",positive,['Retail'],['Jeddah'],100,5,positive
377380-175801391795,موقع مميز,2021-05-17T20:21:00+00:00,ara,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Golden Tulip Suites,"{'normalized': 80, 'raw': 4}",positive,['Accommodation'],['Dammam'],80,4,positive
377380-203584954765,"منظر جميل جداً ، يدعوك لتأمل في عظمة الخالق",2021-04-11T06:50:00+00:00,ara,"[{'value': 'c9g869k8hb0qun2qahp0', 'sentiment': None}]",Al Sahab Park,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Al Namas'],80,4,positive
377380-203585021400,مكان جدا جميل,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",King Abdulaziz Center for World Culture - Ithra,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-203585460741,حديقه جميله جداً وتعتبر من معالم المدينة للتنزه وتعير الو,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abu Kheyal Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203583163412,جميل جدا,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Park Prince Mishari Bin Saud,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-175996403760,رائع جدا,2021-05-19T02:18:00+00:00,ara,"[{'value': 'c07bbh0cu1iccnqmcq00', 'sentiment': None}, {'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Raghdan Tourist Complex,"{'normalized': 20, 'raw': 1}",positive,"['Accommodation', 'Food & Beverage']","['Abha', 'Riyadh']",20,1,negative
377380-203589245512,جميل,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tanomah'],100,5,positive
377380-176011227632,Very nice,2021-05-19T06:49:00+00:00,eng,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Tulip Inn Suites and Residence Dammam,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Dammam'],100,5,positive
377380-203587330845,Great place Nice scenery,2021-04-11T06:50:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",King Salman Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']",100,5,positive
377380-203588883970,منتزه حيث تعانق الغيوم الجبال,2021-04-11T06:50:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Alsharaf Park,"{'normalized': 80, 'raw': 4}",neutral,['Tourism Attractions/ Sites'],['Tanomah'],80,4,positive
377380-176065179227,Good property and avreage people,2021-05-21T07:58:00+00:00,eng,"[{'value': 'c07bdifepd3oq1r122qg', 'sentiment': None}]",Swiss International Al Hamra Hotel - Dammam,"{'normalized': 80, 'raw': 4}",positive,['Accommodation'],['Dammam'],80,4,positive
377380-176054675497,مكان رائع,2021-05-21T13:32:00+00:00,ara,"[{'value': 'c07bdkkbb64t6si78s20', 'sentiment': None}]",أجنحة الأوركيد ٤ Orchid Suites 4,"{'normalized': 100, 'raw': 5}",positive,['Accommodation'],['Jeddah'],100,5,positive
377380-203587817168,UNFORGETTABLE EXPERIENCE!,2021-04-11T06:50:00+00:00,eng,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",The Saudi National Museum - The Saudi National Museum,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203589242420,رائع جدا,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Park Alheefah,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tanomah'],100,5,positive
377380-203587244881,Good,2021-04-11T06:51:00+00:00,eng,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Tabuk'],80,4,positive
377380-203591472570,مكان جميل وهادي,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}, {'value': 'c0rqv8sbb64sdb6ukks0', 'sentiment': None}]",King Abdullah Park,"{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Accommodation', 'Tourism Attractions/ Sites']","['Madinah', 'Riyadh', 'Riyadh']",80,4,positive
377380-203585737903,رائعة,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Hamra Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203585058853,ممتاز وجميل,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203588224049,فخم,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c07bjr48hb0r13sa7c20', 'sentiment': None}]",Al-Qaryah Al-Turathiyah Restaurant,"{'normalized': 100, 'raw': 5}",neutral,['Food & Beverage'],['Tabuk'],100,5,positive
377380-203583039682,ممتاز,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al Ahsa National Park,"{'normalized': 80, 'raw': 4}",positive,['Tourism Attractions/ Sites'],['Al Ahsa'],80,4,positive
377380-203590625280,Very nice lake. This lake located by yanbu entrance. Everybody like the lake and park.,2021-04-11T06:51:00+00:00,eng,"[{'value': 'c9ga0skbb64rs4ni6s7g', 'sentiment': None}]",Yanbu Lake Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Yanbu'],100,5,positive
377380-203588508038,مكان جميل يستحق الزياره ويعتبر معلم سياحي وطريقه سهل جدا,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al-Waba Crater,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203584858916,السعر مبالغ فيه,2021-04-11T06:51:00+00:00,ara,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 40, 'raw': 2}",negative,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",40,2,negative
377380-203582785714,مكان هادئ ونظيف,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-203590481604,رووووعه جدااا,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Green Mountain Resort,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203597263108,مكان رائع,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Arruddaf Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Taif'],100,5,positive
377380-203585055405,منتزه جميل للعوائل,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c9g7u348hb0qun2qahng', 'sentiment': None}]",Prince Hussam Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Baha'],100,5,positive
377380-203585035241,A must visit landmark,2021-04-11T06:52:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",King Abdulaziz Center for World Culture - Ithra,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",100,5,positive
377380-203588217012,ماشالله تبارك تصميم خرافي وربي اكثر من ١٠ نجوم,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c07bjunepd3oq1r125cg', 'sentiment': None}, {'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Faisaliah garden,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Taif', 'Taif']",100,5,positive
377380-203582870750,مكان جدير بالذهاب إليه ومن أهم وأجمل معالم الأحساء,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Al Ahsa'],100,5,positive
377380-203588635256,الاسعار جدا مكلفة ٨٥ ريال سواء كنت تبغى ذهاب واياب او ذهاب فقط... غير اقتصادي للعوائل الترفيه للجميع وليس للمترفين فقط... التلفريك معلم رئيسي من معالم الطائف ... كيف يكون المعلم الرئيسي؟؟؟ لابد من الاهتمام بمدخله ومواقفه للاسف دخلنا في طريق كله حجارة ممكن تؤذي كفارات السيارة وتتعطل الرحلة ... وفندق الرمادا يمنع الدخول من الطريق الاسفلت من خلال بوابتهم ...سمعت اجانب وامريكان بضحكون وهم يقارنون بين دبي والسعودية ... المكان رائع لكن يحتاج الى اهتمام يليق بعروس المصائف,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c0rlhqgcu1i938rekca0', 'sentiment': None}]",Al Hada Cable Car,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['Taif'],60,3,neutral
377380-203588880202,مكان جميل,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c9g9s7sbb64rs4ni6s6g', 'sentiment': None}]",Alsharaf Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Tanomah'],100,5,positive
377380-203587247604,تحتاج عناية اكثر,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c9g9fck8hb0qun2qahug', 'sentiment': None}]",Catalina Seaplane Wreckage,"{'normalized': 20, 'raw': 1}",negative,['Tourism Attractions/ Sites'],['Tabuk'],20,1,negative
377380-203587573060,مكان ممتاز,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Olaya Park,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Madinah'],100,5,positive
377380-203583212063,"السودة هي قرية سياحية في منطقة عسير في المملكة العربية السعودية تبعد عن مدينة أبها 20 كلم، وعلى ارتفاع 3015 متر عن سطح البحر، وتكسو جبالها أشجار العرعر الكثيفة مكونة غابات طبيعية خلابة❤️❤️",2021-04-11T06:52:00+00:00,ara,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Jabal Sawda,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Abha'],100,5,positive
377380-203587338242,رؤؤعه مكان جميل جدا وانصح بزيارة متنزه وبقوة,2021-04-11T06:52:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}, {'value': 'c0rquskbb64sdb6ukkq0', 'sentiment': None}]",King Salman Park,"{'normalized': 100, 'raw': 5}",positive,"['Tourism Attractions/ Sites', 'Accommodation']","['Madinah', 'Riyadh']",100,5,positive
377380-203583053692,An enlightening experience of the bygone ages of a small but important site in history. Must visit if you are in the area.👍,2021-04-11T06:53:00+00:00,eng,"[{'value': 'c07bkec8hb0r13sa7csg', 'sentiment': None}]",Marid Castle,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Sakaka / AlJouf'],100,5,positive
377380-178246798354,"فندق ممتاز، خدمة رائعة، موظفين متعاونين"",null,""فندق ممتاز، خدمة رائعة، موظفين متعاونين"",false,false]]",2021-06-17T00:41:00+00:00,ara,"[{'value': 'c0rqv44bb64sdb6ukkr0', 'sentiment': None}]",Riyadh Airport Marriott Hotel,"{'normalized': 100, 'raw': 5}",positive,['Food & Beverage'],['Riyadh'],100,5,positive
377380-203585459473,مكن جميل,2021-04-11T06:53:00+00:00,ara,"[{'value': 'c9g8ijgcu1ielf8dr38g', 'sentiment': None}]",Jazan Heritage Village,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Jizan'],100,5,positive
377380-178410048136,يعني بس الاسعار مبالغ فيها جدا,2021-06-19T18:52:00+00:00,ara,"[{'value': 'c0rqvf8cu1i938rekgn0', 'sentiment': None}]",VOX Cinemas - Al Qasr Mall,"{'normalized': 60, 'raw': 3}",negative,['Retail'],['Riyadh'],60,3,neutral
377380-203582859506,Highly recommended to visit only during week days I have been thier in the weekend was crowded and unorganised,2021-04-11T06:53:00+00:00,eng,"[{'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Al-Qara Hill,"{'normalized': 60, 'raw': 3}",negative,['Tourism Attractions/ Sites'],['Al Ahsa'],60,3,neutral
377380-203585741047,هاديه لكن مدخلها سيء جدا,2021-04-11T06:53:00+00:00,ara,"[{'value': 'c07bdofepd3oq1r123kg', 'sentiment': None}]",Al Hamra Park,"{'normalized': 80, 'raw': 4}",negative,['Tourism Attractions/ Sites'],['Madinah'],80,4,positive
377380-203582786614,يتطور بشكل سريع من احسن إلى احسن,2021-04-11T06:53:00+00:00,ara,"[{'value': 'c07bdfc8hb0r13sa7ag0', 'sentiment': None}, {'value': 'c07bdfc8hb0r13sa7agg', 'sentiment': None}]",Uqair Beach,"{'normalized': 100, 'raw': 5}",positive,"['Food & Beverage', 'Tourism Attractions/ Sites']","['Al Ahsa', 'Al Ahsa']",100,5,positive
377380-203584850932,A nice family place.,2021-04-11T06:53:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}, {'value': 'c07bdifepd3oq1r122rg', 'sentiment': None}]",Dolphin Village Dammam,"{'normalized': 80, 'raw': 4}",positive,"['Tourism Attractions/ Sites', 'Tourism Attractions/ Sites']","['Khobar', 'Dammam']",80,4,positive
377380-203585449458,Beautiful view nice place,2021-04-11T06:53:00+00:00,eng,"[{'value': 'c9g7o87epd3vh6lri8bg', 'sentiment': None}]",Abu Kheyal Park,"{'normalized': 40, 'raw': 2}",positive,['Tourism Attractions/ Sites'],['Abha'],40,2,negative
377380-179379338075,اقل من المتوقع,2021-06-29T02:24:00+00:00,ara,"[{'value': 'c07bdjs8hb0r13sa7ao0', 'sentiment': None}]",Holiday Villa Hail Hotel || فندق هوليداي فيلا حائل,"{'normalized': 20, 'raw': 1}",negative,['Accommodation'],['Hail'],20,1,negative
377380-203585904132,You can walk and enjoy the breeze of fresh air,2021-04-11T06:53:00+00:00,eng,"[{'value': 'c07bdncbb64t6si78ssg', 'sentiment': None}]",Khobar Sea Front,"{'normalized': 100, 'raw': 5}",positive,['Tourism Attractions/ Sites'],['Khobar'],100,5,positive
